animeid,title,genres
13357,High School DxD Specials,"Ecchi, Comedy, Harem, Romance, Demons, School"
13359,PistStar,Magic
13365,Samchongsa: Time Machine 001,"Adventure, Sci-Fi"
13367,"Kono Naka ni Hitori, Imouto ga Iru!","Harem, Mystery, Comedy, Romance, Ecchi, School"
13369,Cornelis,Comedy
13373,Kyoto Animation: Hana-hen,Slice of Life
13375,Kyoto Animation: Sora-hen,Slice of Life
13377,Recorder to Randoseru Re♪,"Slice of Life, Comedy, School, Seinen"
13391,Rakuen Tsuihou,"Action, Sci-Fi, Mecha"
13403,Inu x Boku SS Special,"Comedy, Supernatural, Shounen"
13405,Utsu Musume Sayuri,"Comedy, Dementia"
13407,Doudou,Fantasy
13409,Moyashimon Returns,"Comedy, School, Supernatural"
13411,Guilty Crown: Lost Christmas,"Action, Drama, Sci-Fi, Super Power"
13421,Wheels,Comedy
13423,Fushigi Sekai Atagoul Monogatari,Adventure
13427,PES: Peace Eco Smile,"Slice of Life, Space"
13429,Sakasama no Patema: Beginning of the Day,Sci-Fi
13431,Himitsukessha Taka no Tsume NEO,"Comedy, Parody, Super Power"
13433,himitsukesshatakanotsume.jp,"Comedy, Parody, Super Power"
13435,Taka no Tsume NEO Announcement Movie,"Comedy, Parody, Super Power"
13439,Shinpi no Hou,"Adventure, Supernatural"
13441,Shiawasette Naani,Fantasy
13449,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,"Sports, Mecha"
13455,Zumomo to Nupepe,Comedy
13457,Tomodachi 8-nin,"Comedy, Kids"
13459,Ribbon-chan,Comedy
13463,Panda no Taputapu,Kids
13465,Little Charo: Touhoku-hen,Kids
13469,Hyouka: Motsubeki Mono wa,"Slice of Life, Mystery, School"
13479,Uchuu Kyoudai: Apo&#039;s Dream,"Comedy, Sci-Fi, Space"
13495,Tokyo Disney Resort: Yume ga Kanau Basho,Slice of Life
13497,Neko no Sumu Shima,Drama
13499,Himitsukessha Taka no Tsume THE PLANETARIUM: Burabura! Black Hole no Nazo,"Adventure, Comedy, Parody, Space"
13501,Cofun Gal no Coffy,"Comedy, Historical, Parody"
13503,Cofun Gal no Coffy (TV),"Comedy, Parody"
13505,Cofun Gal no Coffy Campus Life,Comedy
13507,Cofun Gal no Coffy: Okehazama no Tatakai,"Parody, Comedy, Historical"
13509,Cofun Gal no Coffy: Juuninin to Ikareru Kofun-tachi,Comedy
13511,Cofun Gal no Coffy: Cofunderella,Comedy
13513,Anima,Music
13515,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,Comedy
13517,Ryuugajou Nanana no Maizoukin,"Comedy, Supernatural"
13519,Organic,Comedy
13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural"
13541,Rui no Masaiban,Comedy
13543,Nantokashite Alguard,Comedy
13551,Shuukan Storyland,"Slice of Life, Comedy, Drama, Seinen"
13553,Bakusou Circuit Roman Twin,Sports
13561,Guilty Crown: 4-koma Gekijou,Comedy
13563,The Four Seasons,Slice of Life
13585,Natsuyuki Rendezvous,"Supernatural, Drama, Romance, Josei"
13587,Persona 4 the Animation: No One is Alone,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
13599,Robotics;Notes,"Sci-Fi, Mystery, Drama, Mecha, School"
13601,Psycho-Pass,"Action, Police, Psychological, Sci-Fi"
13619,Sayonara Zetsubou Sensei Special Omake,"Comedy, Parody, School"
13629,Furiko,"Music, Slice of Life, Drama, Romance"
13639,Hi no Youjin,"Historical, Slice of Life"
13655,Little Busters!,"Slice of Life, Comedy, Supernatural, Drama, School"
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Slice of Life, Comedy, Romance"
13663,To LOVE-Ru Darkness,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,"Action, Super Power, Adventure, Martial Arts, Shounen"
13669,Owari no Chronicle,"Action, Adventure, Fantasy, Sci-Fi"
13673,Otome Nadeshiko Koi Techou,"Historical, Shoujo"
13675,Taisei Kensetsu: Bosporus Kaikyou Tunnel,Drama
13677,Ao no Exorcist Movie Special,"Parody, Comedy"
13679,Tottoko Hamtarou Hai!,"Kids, Adventure"
13681,Nekogami Yaoyorozu Specials,"Comedy, Supernatural, Seinen"
13691,Taisei Kensetsu: Shin Doha Kokusai Kuukou,Drama
13693,Ippatsu Hicchuu!! Devander,"Action, Sci-Fi, Parody, Super Power, Mecha"
13709,Afro Samurai Movie,"Action, Adventure, Samurai"
13715,Kennel Tokorozawa,"Ecchi, Comedy, School"
13727,Rinne no Lagrange: Kamogawa Days,"Slice of Life, Comedy, School, Sci-Fi"
13731,Eureka Seven: New Order,"Adventure, Drama, Mecha, Romance, Sci-Fi"
13755,Shanshui Qing,Music
13757,Mashiro-iro Symphony: The Color of Lovers Picture Drama,"Harem, Romance, Drama"
13759,Sakurasou no Pet na Kanojo,"Comedy, Drama, Romance, School, Slice of Life"
13767,Junjou Romantica OVA,"Comedy, Drama, Romance, Shounen Ai"
13769,Kamen no Ninja Akakage,"Action, Fantasy"
13781,Dokkiri Doctor Special,"Comedy, Ecchi"
13789,Little Nemo Pilot,Adventure
13793,Fashion no Hajimari,Comedy
13795,The Green Wind,Fantasy
13799,Pokemon: Meloetta no Kirakira Recital,"Adventure, Comedy, Fantasy, Kids, Music"
13807,Corpse Party: Missing Footage,"Horror, School"
13817,Kamiusagi Rope,"Slice of Life, Comedy"
13819,Kamiusagi Rope 2,"Slice of Life, Comedy"
13821,"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?","Adventure, Comedy, Slice of Life"
13823,Kamiusagi Rope Movie Episode 0,"Slice of Life, Comedy"
13825,Kamiusagi Rope x au Collaboration,"Slice of Life, Comedy"
13827,Kamiusagi Rope x Panasonic Collaboration,"Slice of Life, Comedy"
13831,Kamiusagi Rope 3 (ONA),"Slice of Life, Comedy"
13833,Nagareboshi Lens,"Romance, Shoujo"
13835,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,"Action, Shoujo"
13837,Detective Conan Bonus File: Fantasista Flower,"Comedy, Mystery, Police, Shounen, Sports"
13839,Detective Conan OVA 12: The Miracle of Excalibur,"Police, Sports, Comedy, Mystery, Shounen"
13843,Wild Adapter,"Action, Mystery, Drama, Shoujo"
13851,To LOVE-Ru Darkness OVA,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen"
13855,Queen&#039;s Blade: Rebellion Specials,Ecchi
13857,Souhaku Shisuferia,Music
13859,Accel World: Acchel World.,"Sci-Fi, Comedy"
13863,Arve Rezzle: Kikaijikake no Yousei-tachi,"Action, Thriller, Drama, Mystery, Sci-Fi"
13927,Sacred Seven: Shirogane no Tsubasa Picture Drama,"Action, Comedy, School, Sci-Fi, Super Power"
13931,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
13935,Houkago Midnighters,"Fantasy, Kids"
13939,Accel World EX,"Action, Game, Sci-Fi, Romance, School"
13947,Ashita no Eleventachi,Sports
13955,Dennou Coil Recaps,"Adventure, Comedy, Drama, Mystery, Sci-Fi"
13965,Thermae Romae x LOFT Collaboration,"Comedy, Historical, Seinen"
13967,Thermae Romae x Asahi Shimbun Digital Collaboration,"Comedy, Historical, Seinen"
13969,Thermae Romae x Yoyogi Animation Gakuin Collaboration,"Comedy, Historical, Seinen"
13971,663114,Fantasy
13983,Thermae Romae: Kodai Romajin ga Uchuu e,"Space, Comedy, Seinen"
13993,Goulart Knights: Evoked the Beginning White,"Action, Drama, Fantasy, Shoujo, Supernatural"
14007,"Akai Shouzou: Char, Soshite Frontal e","Drama, Mecha, Military, Sci-Fi, Shounen, Space"
14023,R²: Rise R to the Second Power,Music
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Harem, Slice of Life, Comedy, Romance, School"
14039,Katayoku no Khronos Gear,"Action, Sci-Fi"
14045,Mangirl!,"Comedy, Slice of Life"
14049,Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,"Harem, Romance"
14059,Kimagure Orange☆Road: Tanabata Special,Shounen
14067,Ginga Hyouryuu Vifam: Chicago Super Police 13,"Action, Comedy, Parody, Police"
14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Kids
14073,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi, Parody, School, Shounen"
14075,Zetsuen no Tempest,"Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen"
14077,Blood-C: None-None Gekijou,"Comedy, Parody"
14093,Pokemon Best Wishes! Season 2,"Action, Adventure, Comedy, Fantasy, Kids"
14095,Kamen Rider Fourze x Crayon Shin-chan,"Action, Comedy, Seinen"
14117,Blood-C: Special Edition,"Action, Horror, School, Supernatural, Vampire"
14123,Pokemon Black and White 2: Introduction Movie,"Action, Fantasy, Kids"
14125,Otogi no Kuni no Birthday,"Kids, Music"
14131,Girls & Panzer,"Action, Sports, Military, School"
14145,"Hanayaka Nari, Waga Ichizoku: Kinetograph","Historical, Drama, Josei"
14173,Upotte!! OVA,"Comedy, Ecchi, Military, School, Seinen"
14175,Hanasaku Iroha: Home Sweet Home,"Slice of Life, Comedy, Drama"
14181,Oedo wa Nemurenai!,"Fantasy, Historical, Drama, Shoujo"
14183,Aitsu to Lullaby: Suiyobi no Cinderella,"Romance, Drama, Shounen"
14189,Tasogare Otome x Amnesia: Taima Otome,"Horror, Mystery, Romance, School, Shounen, Supernatural"
14199,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,"Comedy, Ecchi, Harem, Romance, School"
14211,Instant History,Historical
14213,Otogi Manga Calendar,Historical
14227,Tonari no Kaibutsu-kun,"Slice of Life, Comedy, Romance, School, Shoujo"
14231,Akuemon,"Fantasy, Romance"
14235,Salad Land,Fantasy
14237,Busou Shinki,"Action, Sci-Fi, Slice of Life, Mecha"
14247,Lunn wa Kaze no Naka,"Drama, Romance"
14249,Ribbon no Kishi (1999),Adventure
14253,My Melody no Akazukin,"Fantasy, Kids"
14267,Persona 4 the Animation: The Factor of Hope,"Adventure, Mystery, Super Power, Supernatural, School"
14277,Chitose Get You!!,"Comedy, Romance, School, Seinen, Slice of Life"
14283,Vividred Operation,"Action, Sci-Fi, Ecchi"
14289,Sukitte Ii na yo.,"Drama, Romance, School, Shoujo"
14293,Nerawareta Gakuen,"Sci-Fi, Romance, School"
14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,Sci-Fi
14333,Tanken Driland,"Adventure, Fantasy"
14345,Btooom!,"Action, Sci-Fi, Psychological, Seinen"
14347,Ryo,"Action, Samurai, Historical, Drama"
14349,Little Witch Academia,"Adventure, Comedy, Fantasy, Magic, School"
14353,Death Billiards,"Game, Mystery, Psychological, Drama, Thriller"
14355,Yama no Susume,"Adventure, Slice of Life, Comedy"
14359,Vocaloid China Project Senden Animation,"Music, Fantasy"
14367,Tenshi na Konamaiki Specials,Shounen
14373,Arata naru Sekai: World&#039;s/Start/Load/End,Sci-Fi
14381,Sore Ike! Anpanman: Yomigaere Bananajima,"Kids, Adventure, Fantasy, Comedy, Super Power"
14397,Chihayafuru 2,"Drama, Game, Josei, School, Slice of Life, Sports"
14407,Persona 3 the Movie 1: Spring of Birth,"Action, Supernatural, Fantasy"
14467,K,"Action, Super Power, Supernatural"
14479,Mahoutsukai Nara Miso wo Kue!,"Magic, Fantasy, School"
14511,Minami-ke Tadaima,"Comedy, School, Slice of Life"
14513,Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy, Magic, Shounen"
14515,Sasami-san@Ganbaranai,"Comedy, Romance, Supernatural"
14519,Neko Ramen: Ore no Shouyu Aji,Comedy
14527,Medaka Box Abnormal,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power"
14529,Super Majingga 3,"Action, Space, Mecha, Sci-Fi"
14537,Cinnamon no Parade,Fantasy
14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,"Comedy, Magic"
14575,Minami-ke Omatase,"Comedy, Slice of Life"
14583,Rinne no Lagrange Specials,Comedy
14617,Stranger: Mukou Hadan Pilot,"Action, Adventure, Historical, Samurai, Seinen"
14623,Chikyuu SOS Sore Ike Kororin,"Action, Comedy, Kids, Sci-Fi"
14627,Recorder to Randoseru,"Slice of Life, Comedy, School, Seinen"
14629,Starship Troopers: Invasion,"Action, Military, Sci-Fi"
14631,Dangerous Jiisan Ja,"Comedy, Kids"
14645,Hiiro no Kakera Dai Ni Shou,"Fantasy, Romance, Shoujo, Supernatural"
14647,Tantei Opera Milky Holmes: Alternative,"Comedy, Mystery, Super Power"
14653,Hayate no Gotoku! Can&#039;t Take My Eyes Off You,"Comedy, Harem, Parody, Shounen"
14663,Queen&#039;s Blade Rebellion vs. Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy"
14669,Aura: Maryuuin Kouga Saigo no Tatakai,"Supernatural, Drama, Romance, School"
14675,Rinne no Lagrange: Kamogawa Memoria,"Action, Comedy, Mecha, Sci-Fi"
14685,Onegai☆Teacher: Reminiscence Disc,"Comedy, Romance, Sci-Fi"
14693,Yurumates 3D Plus,"Comedy, Seinen, Slice of Life"
14713,Kamisama Hajimemashita,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Supernatural, Vampire, Shounen"
14735,Detective Conan Movie 17: Private Eye in the Distant Sea,"Adventure, Comedy, Mystery, Police, Shounen"
14741,Chuunibyou demo Koi ga Shitai!,"Slice of Life, Comedy, Drama, Romance, School"
14743,Nara Shika Monogatari,Comedy
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Harem, Romance, School"
14751,Bishoujo Senshi Sailor Moon Crystal,"Demons, Magic, Romance, Shoujo"
14753,Hori-san to Miyamura-kun,"Comedy, Romance, School, Shounen"
14765,Ixion Saga DT,"Action, Comedy, Fantasy"
14781,Roboteuwang Sseonsyakeu,"Action, Mecha, Sci-Fi"
14807,Kara no Kyoukai: Mirai Fukuin,"Drama, Mystery, Seinen, Supernatural"
14811,GJ-bu,"Comedy, School, Slice of Life"
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Slice of Life, Comedy, Drama, Romance, School"
14817,Mouretsu Pirates: Abyss of Hyperspace,"Sci-Fi, Space"
14821,Taekwon Dongja Maruchi Arachi,Action
14827,D.C.III: Da Capo III,"Ecchi, Romance, School, Drama"
14829,Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Magic, Fantasy"
14833,Maoyuu Maou Yuusha,"Adventure, Demons, Fantasy, Historical, Romance"
14835,The iDOLM@STER Shiny Festa,"Comedy, Drama, Music"
14837,Dragon Ball Z Movie 14: Kami to Kami,"Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power"
14853,Tsukumo,"Supernatural, Historical"
14875,Eureka Seven AO: Jungfrau no Hanabana-tachi,"Action, Adventure, Drama, Mecha, Sci-Fi"
14889,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,"Comedy, Ecchi, Parody, School, Shounen"
14893,"Dakara Boku wa, H ga Dekinai. OVA","Comedy, Romance, Ecchi"
14913,Battle Spirits: Sword Eyes,"Game, Adventure, Fantasy"
14921,RDG: Red Data Girl,"Fantasy, Magic"
14935,Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,"Adventure, Comedy, Fantasy, Kids"
14941,AKB0048: Next Stage,"Music, Sci-Fi"
14947,Onegai My Melody: Yuu & Ai,"Fantasy, Comedy"
14949,Yurumates 3D OVA,"Slice of Life, Comedy, Seinen"
14951,Wonderful Rush,Music
14957,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,"Fantasy, Comedy, Supernatural"
14967,Boku wa Tomodachi ga Sukunai Next,"Harem, Slice of Life, Comedy, Romance, School"
14989,Chousoku Henkei Gyrozetter,"Action, Cars, Mecha, Shounen"
15005,Kyou no Asuka Show,"Comedy, Ecchi, Seinen"
15015,Shin Koihime†Musou: Otome Tairan OVA Omake,"Adventure, Comedy, Fantasy"
15021,Yuki no Taiyou Pilot,"Drama, Shoujo"
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"Mystery, Horror, Supernatural"
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Slice of Life, Supernatural, Drama"
15043,Haitai Nanafa,"Comedy, Supernatural"
15045,Litchi DE Hikari Club,"Comedy, Drama, Horror, Psychological, Romance"
15051,Love Live! School Idol Project,"Slice of Life, Music, School"
15059,Initial D Fifth Stage,"Action, Cars, Sports, Drama, Seinen"
15061,Aikatsu!,"Music, School, Shoujo, Slice of Life"
15067,Kaiketsu Zorori Da-Da-Da-Daibouken!,"Adventure, Comedy"
15069,Robin-kun to 100 nin no Otomodachi Season 2,Kids
15077,Tabisuru Nuigurumi: Traveling Daru,"Kids, Slice of Life"
15085,Amnesia,"Harem, Mystery, Romance, Fantasy, Josei"
15093,Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy"
15095,Shin Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy"
15109,Cuticle Tantei Inaba,"Action, Mystery, Comedy, Supernatural, Shounen"
15111,Spy Penguin,Kids
15117,Kami nomi zo Shiru Sekai: Tenri-hen,"Comedy, Harem, Romance, Supernatural, Shounen"
15119,Senran Kagura,"Action, Comedy, Ecchi, School"
15125,Teekyuu,"Comedy, School, Shounen, Sports"
15127,Sakura Taisen: Kanadegumi,"Music, Shoujo"
15129,Tanpen Animation Junpei Fujita,Music
15133,Aoi Sekai no Chuushin de,"Action, Adventure, Ecchi, Fantasy, Parody, Shounen"
15137,Entotsuya Peroo,Kids
15139,Tsuki no Miya no Oujo-sama,Kids
15141,Yukiwatari,Fantasy
15159,Fantastic Children Special,Slice of Life
15177,Macross FB7: Ore no Uta wo Kike!,"Action, Mecha, Music, Romance, Sci-Fi"
15195,Hetalia: The Beautiful World,"Comedy, Historical, Parody"
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,"Action, Mecha, Military"
15199,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,"Action, Mecha, Military"
15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,"Action, Mecha, Military"
15211,Nazotoki-hime wa Meitantei♥,"Mystery, Shoujo"
15219,.hack//Versus: The Thanatos Report,"Action, Game, Sci-Fi"
15225,Hentai Ouji to Warawanai Neko.,"Harem, Comedy, Supernatural, Romance, School"
15227,Kono Sekai no Katasumi ni,"Historical, Drama, Seinen"
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,Music
15307,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,"Fantasy, Kids, Magic, Shoujo"
15313,Wooser no Sono Higurashi,"Slice of Life, Comedy, Fantasy"
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Action, Comedy, Fantasy, Supernatural"
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power"
15325,"Dakara Boku wa, H ga Dekinai. Recap","Comedy, Ecchi, Romance, Supernatural"
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
15347,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,"Adventure, Comedy, Mystery"
15359,Kyousou Giga (2012),"Action, Fantasy, Supernatural"
15377,Hyakka Ryouran: Samurai Bride,"Action, Ecchi, Comedy, Harem, Samurai, School"
15379,Kotoura-san,"Comedy, Drama, Romance, School"
15389,Kremlin,"Comedy, Seinen"
15391,Kagaku na Yatsura,"Sci-Fi, Comedy, Romance, Ecchi, School, Seinen"
15393,Sakura no Ondo,Drama
15399,The Siamese: First Mission,Action
15407,Magical Suite Prism Nana,Magic
15411,Arcana Famiglia: Capriccio - stile Arcana Famiglia,"Romance, Shoujo"
15417,Gintama&#039;: Enchousen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
15423,Antinotice,Music
15431,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,Slice of Life
15437,"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu","Action, Harem, Comedy, Supernatural, Magic, Ecchi"
15439,"Kono Danshi, Ningyo Hiroimashita.","Fantasy, Shounen Ai"
15451,High School DxD New,"Action, Harem, Comedy, Demons, Romance, Ecchi, School"
15453,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,Music
15455,Sakura,Fantasy
15479,Hey Yo Yorang,"Adventure, Comedy, Fantasy, Kids, Magic"
15487,Kuroko no Basket NG-shuu,"Comedy, School, Shounen, Sports"
15489,Yu☆Gi☆Oh! Zexal Second,"Action, Fantasy, Game, Shounen"
15505,Shining Hearts: Shiawase no Pan Specials,Fantasy
15525,Bokura no Hero,Music
15527,Hanabeam,Music
15529,Wamono,Music
15533,Yakimochi Caprice,Slice of Life
15535,Yumekuri,"Seinen, Slice of Life"
15545,Oshiri Kajiri Mushi (TV),"Comedy, Kids"
15547,Cross Fight B-Daman eS,"Game, Kids"
15565,Maken-Ki! Two,"Action, Harem, Super Power, Ecchi, Martial Arts, School"
15577,Hello Kitty no Fushigi no Kuni no Alice,"Fantasy, Kids"
15579,Shinkai Densetsu Meremanoid,"Adventure, Fantasy"
15583,Date A Live,"Comedy, Harem, Mecha, Romance, School, Sci-Fi"
15591,Joshiraku OVA,"Slice of Life, Comedy"
15605,Brothers Conflict,"Harem, Romance, Shoujo"
15607,Ai no Wakakusa Monogatari Specials,"Drama, Historical, Slice of Life"
15609,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito","Harem, Comedy, Romance, Ecchi, School"
15611,Cardfight!! Vanguard: Link Joker-hen,"Action, Adventure, Demons, Game, Shounen"
15613,Hakkenden: Touhou Hakken Ibun,"Action, Demons, Supernatural, Fantasy, Shoujo"
15617,Jinrui wa Suitai Shimashita Specials,"Comedy, Fantasy, Seinen"
15633,Code:Breaker OVA,"Action, Ecchi, Comedy, Super Power, Supernatural, School, Shounen"
15649,Puchimas!: Petit iDOLM@STER,"Comedy, Slice of Life"
15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,"Action, Game, Mystery, Shounen"
15653,Stay the Same,"Music, Kids"
15657,Yuke! Shouei-kun,Comedy
15663,Kero Kero Keroppi no Gulliver no Bouken,"Adventure, Fantasy, Kids"
15673,Tell Your World,Music
15687,Chuunibyou demo Koi ga Shitai! Lite,"Comedy, School"
15689,Nekomonogatari: Kuro,"Comedy, Supernatural, Romance, Ecchi"
15699,Haiyore! Nyaruko-san W,"Comedy, Parody, Sci-Fi"
15711,Bakuman.: Deraman.,"Comedy, School, Shounen"
15717,Nagareboshi Lens Specials,"Romance, Shoujo"
15719,Oda Nobuna no Yabou Recap,"Comedy, Historical, Romance"
15729,Hagure Yuusha no Aesthetica: Hajirai Ippai,"Comedy, Ecchi"
15731,Tamayura: More Aggressive,"Comedy, Drama, Slice of Life"
15735,Jormungand: Perfect Order Recap,"Action, Adventure, Seinen"
15743,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,"Adventure, Comedy, Supernatural"
15749,Chiisana Ojisan,Slice of Life
15751,Senyuu.,"Action, Comedy, Parody, Fantasy, Shounen"
15769,Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,Fantasy
15771,Saint☆Oniisan (Movie),"Comedy, Seinen, Slice of Life"
15775,Saint☆Oniisan,"Comedy, Seinen, Slice of Life"
15781,Puchimas!: Petit iDOLM@STER Episode 0,"Comedy, Music, Slice of Life"
15783,Lupin III: Touhou Kenbunroku - Another Page,"Action, Adventure, Mystery, Comedy, Seinen"
15785,Inazuma Eleven Go vs. Danball Senki W Movie,"Action, Kids, Mecha, Sports"
15787,Backstage Idol Story,Music
15793,Senki Zesshou Symphogear G,"Action, Music, Sci-Fi"
15795,Beast Saga,"Action, Sci-Fi, Kids, Shounen"
15807,Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,"Ecchi, Sports, Comedy, School"
15809,Hataraku Maou-sama!,"Comedy, Demons, Supernatural, Romance, Fantasy"
15811,Girls & Panzer Specials,"Military, School"
15813,Majokko Shimai no Yoyo to Nene,"Fantasy, Magic"
15815,"Yakeato no, Okashi no Ki","Drama, Kids"
15819,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,"Mystery, Shounen"
15823,Shin Takarajima,"Adventure, Kids"
15847,Iron Man: Rise of Technovore,"Action, Mecha"
15863,Ginga Kikoutai Majestic Prince,"Action, Mecha, School, Sci-Fi, Seinen, Space"
15865,Tamagotchi! Yume Kira Dream,"Comedy, Kids"
15873,Pyun Pyun Maru,"Comedy, Martial Arts"
15875,Shin Kyojin no Hoshi,Sports
15879,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,"Action, Mecha"
15881,Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials,"Comedy, Ecchi"
15883,Fantasista Doll,"Sci-Fi, Magic, Fantasy"
15891,Zekkyou Gakkyuu,"Shoujo, Supernatural"
15893,Crash!,"Comedy, Shoujo"
15895,Hiyokoi (2012),"Romance, School, Shoujo"
15897,Picchipichi Shizuku-chan,"Comedy, Kids"
15905,Qin Shi Ming Yue: Wanli Changcheng,"Action, Historical, Martial Arts, Fantasy"
15911,Yuyushiki,"Comedy, School, Seinen, Slice of Life"
15913,Happy☆Lucky Bikkuriman,"Adventure, Comedy, Fantasy, Kids"
15915,Magical Hat,"Adventure, Comedy, Fantasy, Kids"
15925,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,"Adventure, Comedy, Fantasy, Kids, Shounen"
15927,Carnival Phantasm: HibiChika Special,"Comedy, Supernatural"
15933,Vassalord.,"Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire"
15937,Monster Farm 5: Circus Caravan OVA - Kessei!! Orcoro Circus,"Action, Fantasy, Shounen"
15951,Amagami SS+ Plus Picture Drama,Romance
15957,Dokachin,"Comedy, Kids"
15959,Nurarihyon no Mago OVA,"Action, Demons, Shounen, Supernatural"
15961,Shakotan★Boogie,"Action, Cars, Comedy, School, Seinen"
15963,Seitokai no Ichizon Lv.2: Watasu Seitokai,"Parody, Comedy, Harem, School"
15971,Dasshutsu Gasshapon,"Historical, Sci-Fi"
15977,Winner,"Kids, Sports, Music, School"
15979,Eureka Seven AO: Aratanari Fukaki Ao,"Slice of Life, Comedy"
15989,Saki Achiga-hen: Episode of Side-A Specials,"Game, Slice of Life, School"
15993,Ginga e Kickoff!!: Natsuyasumi Special,Sports
16001,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural"
16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,"Action, Super Power, Supernatural, Shounen"
16007,Hyoutan Suzume,Fantasy
16009,Kamisama no Inai Nichiyoubi,"Fantasy, Mystery"
16011,Tokyo Ravens,"Comedy, Supernatural, Magic, Romance, School"
16021,Miracle Psychicer Seizan,"Action, Adventure, Fantasy"
16023,Kuro to Kin no Akanai Kagi.,"Romance, Josei"
16027,Greek Roman Sinhwa: Olympus Guardian,"Adventure, Fantasy, Historical"
16033,Karneval,"Sci-Fi, Fantasy, Josei"
16035,Karneval (TV),"Action, Fantasy, Josei, Mystery, Sci-Fi"
16041,Chogattai Majutsu Robot Ginguiser Specials,"Adventure, Mecha, Sci-Fi"
16049,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power"
