id,anime_id,title,type,producer,studio,genre,images
9110,31593,Rokka no Yuusha Picture Drama,Special,,Passione,"Action, Adventure, Mystery, Magic, Fantasy","{'https://cdn.myanimelist.net/images/anime/11/76174l.jpg', 'https://cdn.myanimelist.net/images/anime/11/76240l.jpg'}"
9111,1477,City Hunter: The Secret Service,Special,,Sunrise,"Action, Comedy, Mystery, Shounen","{'https://cdn.myanimelist.net/images/anime/4/3027l.jpg', 'https://cdn.myanimelist.net/images/anime/1437/94390l.jpg'}"
9112,3110,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,TV,TV Tokyo,Nippon Animation,"Drama, Historical","{'https://cdn.myanimelist.net/images/anime/8/53533l.jpg', 'https://cdn.myanimelist.net/images/anime/5/89782l.jpg', 'https://cdn.myanimelist.net/images/anime/8/18951l.jpg', 'https://cdn.myanimelist.net/images/anime/9/42669l.jpg'}"
9113,2204,Karakurizoushi Ayatsuri Sakon,TV,WOWOW,TMS Entertainment,"Mystery, Horror, Thriller, Shounen","{'https://cdn.myanimelist.net/images/anime/10/16022l.jpg', 'https://cdn.myanimelist.net/images/anime/12/16024l.jpg', 'https://cdn.myanimelist.net/images/anime/1/2373l.jpg', 'https://cdn.myanimelist.net/images/anime/1782/104410l.jpg', 'https://cdn.myanimelist.net/images/anime/9/16023l.jpg', 'https://cdn.myanimelist.net/images/anime/4/12695l.jpg'}"
9114,3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,Movie,Dynamic Planning,,"Action, Mecha, Sci-Fi, Shounen","{'https://cdn.myanimelist.net/images/anime/1125/99760l.jpg', 'https://cdn.myanimelist.net/images/anime/5/5792l.jpg', 'https://cdn.myanimelist.net/images/anime/1033/99761l.jpg'}"
9115,35905,Ryuuou no Oshigoto!,TV,"AT-X, Magic Capsule, Nippon Columbia, KlockWorx, BS Fuji, Tokyo MX, Hakuhodo DY Music &amp; Pictures, Radio Osaka, Aquamarine",Project No.9,"Slice of Life, Game, Comedy","{'https://cdn.myanimelist.net/images/anime/11/88426l.jpg', 'https://cdn.myanimelist.net/images/anime/1626/91471l.jpg', 'https://cdn.myanimelist.net/images/anime/12/89979l.jpg'}"
9116,19481,Juujika You and I,Music,Kamikaze Douga,,"Mecha, Music, Sci-Fi",{'https://cdn.myanimelist.net/images/anime/10/52313l.jpg'}
9117,17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,OVA,"Aniplex, Lantis, TBS, Movic, Houbunsha",Shaft,"Slice of Life, Comedy, School, Seinen","{'https://cdn.myanimelist.net/images/anime/3/72754l.jpg', 'https://cdn.myanimelist.net/images/anime/6/47273l.jpg'}"
9118,34289,Schoolgirl Strikers: Animation Channel,TV,"Square Enix, Movic, Warner Bros., KlockWorx, BS11, Egg Firm",J.C.Staff,"Action, Sci-Fi, School","{'https://cdn.myanimelist.net/images/anime/4/82560l.jpg', 'https://cdn.myanimelist.net/images/anime/13/83029l.jpg', 'https://cdn.myanimelist.net/images/anime/9/82522l.jpg'}"
9119,2430,Gekka Bijin,OVA,Discovery,AT-2,Hentai,"{'https://cdn.myanimelist.net/images/anime/4/26555l.jpg', 'https://cdn.myanimelist.net/images/anime/4/6609l.jpg'}"
9120,833,Choujuushin Gravion,TV,Imagica,Gonzo,"Action, Comedy, Mecha, Sci-Fi, Shounen","{'https://cdn.myanimelist.net/images/anime/1183/92712l.jpg', 'https://cdn.myanimelist.net/images/anime/1159/92713l.jpg', 'https://cdn.myanimelist.net/images/anime/9/75166l.jpg', 'https://cdn.myanimelist.net/images/anime/9/26663l.jpg'}"
9121,35111,Haikyuu!! Movie 4: Concept no Tatakai,Movie,,Production I.G,"Comedy, Drama, School, Shounen, Sports","{'https://cdn.myanimelist.net/images/anime/1191/107144l.jpg', 'https://cdn.myanimelist.net/images/anime/9/85001l.jpg', 'https://cdn.myanimelist.net/images/anime/3/86346l.jpg'}"
9122,1805,Master Mosquiton,OVA,"Nippon Columbia, Zero-G Room",,"Action, Adventure, Comedy, Demons, Supernatural, Vampire","{'https://cdn.myanimelist.net/images/anime/8/15445l.jpg', 'https://cdn.myanimelist.net/images/anime/1103/96507l.jpg'}"
9123,9970,Floating Material,OVA,,PoRO,Hentai,{'https://cdn.myanimelist.net/images/anime/1237/103954l.jpg'}
9124,5306,Tales of Symphonia The Animation: Tethe&#039;alla-hen,OVA,,ufotable,"Action, Adventure, Magic, Martial Arts, Fantasy","{'https://cdn.myanimelist.net/images/anime/7/18525l.jpg', 'https://cdn.myanimelist.net/images/anime/3/18526l.jpg', 'https://cdn.myanimelist.net/images/anime/7/11652l.jpg', 'https://cdn.myanimelist.net/images/anime/3/18527l.jpg', 'https://cdn.myanimelist.net/images/anime/9/23211l.jpg'}"
9125,33394,Mahou Shoujo? Naria☆Girls,TV,"Pony Canyon, Pony Canyon Enterprise, Smiral Animation",Bouncy,Magic,{'https://cdn.myanimelist.net/images/anime/9/80373l.jpg'}
9126,10815,UFO Senshi Dai Apolon 2,TV,,"Eiken, Studio Live","Action, Sci-Fi, Mecha",{'https://cdn.myanimelist.net/images/anime/11/29869l.jpg'}
9127,21475,Ikkyuu-san: Haru Da! Yancha Hime,Movie,,Toei Animation,"Comedy, Historical, Kids",{'https://cdn.myanimelist.net/images/anime/8/56673l.jpg'}
9128,35774,Starmyu 2nd Season Special,Special,,,Music,{'https://cdn.myanimelist.net/images/anime/7/86366l.jpg'}
9129,11755,009 Re:Cyborg,Movie,"Nippon Television Network, Ishimori Pro","Production I.G, SANZIGEN","Action, Adventure, Mecha, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/9/40189l.jpg', 'https://cdn.myanimelist.net/images/anime/5/39827l.jpg', 'https://cdn.myanimelist.net/images/anime/9/39829l.jpg', 'https://cdn.myanimelist.net/images/anime/7/39831l.jpg', 'https://cdn.myanimelist.net/images/anime/6/39825l.jpg', 'https://cdn.myanimelist.net/images/anime/10/50433l.jpg', 'https://cdn.myanimelist.net/images/anime/6/39823l.jpg'}"
9130,15845,Chikan no Licence,OVA,"MS Pictures, Studio 1st",,Hentai,"{'https://cdn.myanimelist.net/images/anime/12/44454l.jpg', 'https://cdn.myanimelist.net/images/anime/13/42909l.jpg'}"
9131,1456,L/R: Licensed by Royal,TV,"Victor Entertainment, Fuji TV, Pioneer LDC",TNK,"Action, Adventure, Police, Mystery","{'https://cdn.myanimelist.net/images/anime/3/75567l.jpg', 'https://cdn.myanimelist.net/images/anime/13/14587l.jpg'}"
9132,1,Cowboy Bebop,TV,Bandai Visual,Sunrise,"Action, Adventure, Comedy, Drama, Sci-Fi, Space","{'https://cdn.myanimelist.net/images/anime/11/53939l.jpg', 'https://cdn.myanimelist.net/images/anime/1635/90587l.jpg', 'https://cdn.myanimelist.net/images/anime/2/78836l.jpg', 'https://cdn.myanimelist.net/images/anime/1519/91488l.jpg', 'https://cdn.myanimelist.net/images/anime/4/22882l.jpg', 'https://cdn.myanimelist.net/images/anime/4/19644l.jpg', 'https://cdn.myanimelist.net/images/anime/1553/91487l.jpg', 'https://cdn.myanimelist.net/images/anime/7/3791l.jpg', 'https://cdn.myanimelist.net/images/anime/12/81920l.jpg', 'https://cdn.myanimelist.net/images/anime/12/22883l.jpg', 'https://cdn.myanimelist.net/images/anime/6/22885l.jpg', 'https://cdn.myanimelist.net/images/anime/1764/109632l.jpg', 'https://cdn.myanimelist.net/images/anime/12/19609l.jpg'}"
9133,35241,Konohana Kitan,TV,"Genco, Lantis, AT-X, GAGA, Memory-Tech, Studio Mausu, DeNA, Kadokawa, Melonbooks",Lerche,"Slice of Life, Fantasy, Seinen, Shoujo Ai","{'https://cdn.myanimelist.net/images/anime/7/86541l.jpg', 'https://cdn.myanimelist.net/images/anime/3/88431l.jpg'}"
9134,17825,Ikenai Boy: Ikasu Maruhi Hand Power,OVA,,J.C.Staff,"Comedy, Hentai",{'https://cdn.myanimelist.net/images/anime/4/47467l.jpg'}
9135,1742,Souryuuden,OVA,"Kodansha, Fuji TV",Kitty Films,"Mystery, Super Power, Supernatural, Drama",{'https://cdn.myanimelist.net/images/anime/3/31923l.jpg'}
9136,32446,MONSTER GENERATiON,Music,,NAZ,Music,{'https://cdn.myanimelist.net/images/anime/8/77860l.jpg'}
9137,3970,Sentakuya Shin-chan,OVA,"Milky Animation Label, T-Rex",,Hentai,"{'https://cdn.myanimelist.net/images/anime/10/7155l.jpg', 'https://cdn.myanimelist.net/images/anime/2/41587l.jpg'}"
9138,19081,Weekender Girl,Music,"Sega, Toy&#039;s Factory",,Music,{'https://cdn.myanimelist.net/images/anime/2/51255l.jpg'}
9139,22241,Ribbon no Kishi Pilot,Special,,Mushi Production,Adventure,{'https://cdn.myanimelist.net/images/anime/12/58317l.jpg'}
9140,9756,Mahou Shoujo Madoka★Magica,TV,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Madoka Partners, Houbunsha",Shaft,"Drama, Magic, Psychological, Thriller","{'https://cdn.myanimelist.net/images/anime/5/29685l.jpg', 'https://cdn.myanimelist.net/images/anime/2/28090l.jpg', 'https://cdn.myanimelist.net/images/anime/10/81382l.jpg', 'https://cdn.myanimelist.net/images/anime/8/28483l.jpg', 'https://cdn.myanimelist.net/images/anime/10/28600l.jpg', 'https://cdn.myanimelist.net/images/anime/12/29709l.jpg', 'https://cdn.myanimelist.net/images/anime/8/30082l.jpg', 'https://cdn.myanimelist.net/images/anime/9/30099l.jpg', 'https://cdn.myanimelist.net/images/anime/8/81383l.jpg', 'https://cdn.myanimelist.net/images/anime/11/55225l.jpg'}"
9141,7305,Detective Conan Movie 10: Promo Special,Special,,TMS Entertainment,"Adventure, Police, Comedy, Mystery, Shounen",{'https://cdn.myanimelist.net/images/anime/2/17584l.jpg'}
9142,30665,4.Eyes,Movie,,,Dementia,{'https://cdn.myanimelist.net/images/anime/13/73774l.jpg'}
9143,6919,X-Men,TV,"Sony Pictures Entertainment, Atelier Musa",Madhouse,"Action, Drama, Super Power","{'https://cdn.myanimelist.net/images/anime/1585/97094l.jpg', 'https://cdn.myanimelist.net/images/anime/5/42197l.jpg', 'https://cdn.myanimelist.net/images/anime/8/30014l.jpg', 'https://cdn.myanimelist.net/images/anime/1951/97095l.jpg', 'https://cdn.myanimelist.net/images/anime/10/36563l.jpg'}"
9144,10109,Softenni,TV,"Geneon Universal Entertainment, Lantis, AT-X, KlockWorx, Studio Mausu",Xebec,"Comedy, Sports, Ecchi, School","{'https://cdn.myanimelist.net/images/anime/4/29091l.jpg', 'https://cdn.myanimelist.net/images/anime/2/29258l.jpg', 'https://cdn.myanimelist.net/images/anime/13/59641l.jpg', 'https://cdn.myanimelist.net/images/anime/13/28444l.jpg'}"
9145,7017,K-On!: Ura-On!,Special,,Kyoto Animation,Comedy,{'https://cdn.myanimelist.net/images/anime/9/23479l.jpg'}
9146,4943,Yousei Florence,Movie,Sanrio,,"Adventure, Fantasy, Music",{'https://cdn.myanimelist.net/images/anime/13/9521l.jpg'}
9147,30463,Kyoufu Shinbun (2014),ONA,,Next Media Animation,"Horror, Demons, Supernatural, Fantasy",{'https://cdn.myanimelist.net/images/anime/4/72885l.jpg'}
9148,2266,Gakuen no Shuryousha,OVA,Y.O.U.C,,Hentai,{'https://cdn.myanimelist.net/images/anime/8/4973l.jpg'}
9149,37516,City Hunter Movie,Movie,,Sunrise,"Action, Mystery, Comedy, Shounen","{'https://cdn.myanimelist.net/images/anime/1416/97388l.jpg', 'https://cdn.myanimelist.net/images/anime/1283/91201l.jpg', 'https://cdn.myanimelist.net/images/anime/1527/93439l.jpg'}"
9150,36161,"Annyeong, Jeonwoochi! Dosoolrobotdaegyeoljeon",Movie,,,"Sci-Fi, Kids, Martial Arts",{'https://cdn.myanimelist.net/images/anime/9/87371l.jpg'}
9151,11203,Hero Hero-kun,TV,Public &amp; Basic,"Studio Flag, Studio Bogey","Adventure, Comedy, Game, Kids",{'https://cdn.myanimelist.net/images/anime/10/31023l.jpg'}
9152,7014,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,Movie,Tezuka Productions,Toei Animation,"Drama, Historical, Military, Supernatural","{'https://cdn.myanimelist.net/images/anime/4/39437l.jpg', 'https://cdn.myanimelist.net/images/anime/2/39435l.jpg'}"
9153,17131,Dennou Sentai Voogie&#039;s★Angel: Forever and Ever,OVA,BEAM Entertainment,J.C.Staff,"Action, Mecha, Comedy, Sci-Fi, Drama","{'https://cdn.myanimelist.net/images/anime/1036/96489l.jpg', 'https://cdn.myanimelist.net/images/anime/8/45853l.jpg'}"
9154,31815,"Kono Danshi, Mahou ga Oshigoto Desu.",TV,,CoMix Wave Films,"Magic, Fantasy, Shounen Ai",{'https://cdn.myanimelist.net/images/anime/5/78220l.jpg'}
9155,29505,Suna Asobi,Special,NHK,,"Adventure, Music, Kids",{'https://cdn.myanimelist.net/images/anime/9/70861l.jpg'}
9156,2552,Tetsuko no Tabi,TV,"Shogakukan Productions, Toei Video, Tohokushinsha Film Corporation, Shogakukan",Group TAC,"Comedy, Seinen, Slice of Life",{'https://cdn.myanimelist.net/images/anime/11/3270l.jpg'}
9157,31624,Tomato ni Natta Otokonoko,ONA,,,Kids,{'https://cdn.myanimelist.net/images/anime/12/76305l.jpg'}
9158,2950,Doubutsu no Mori,Movie,"Studio Jack, Nippon Television Network",OLM,"Kids, Slice of Life","{'https://cdn.myanimelist.net/images/anime/3/13151l.jpg', 'https://cdn.myanimelist.net/images/anime/2/4220l.jpg', 'https://cdn.myanimelist.net/images/anime/9/25161l.jpg', 'https://cdn.myanimelist.net/images/anime/11/4880l.jpg'}"
9159,2567,Pinocchio yori Piccolino no Bouken,TV,,Nippon Animation,"Adventure, Kids","{'https://cdn.myanimelist.net/images/anime/3/60891l.jpg', 'https://cdn.myanimelist.net/images/anime/11/3354l.jpg'}"
9160,32835,Ganbare!! Tabuchi-kun!!,Movie,Tokyo Movie Shinsha,,"Comedy, Sports",{'https://cdn.myanimelist.net/images/anime/12/78726l.jpg'}
9161,18557,High School Agent,OVA,"Toei Video, Agent 21",J.C.Staff,"Action, Drama, Military","{'https://cdn.myanimelist.net/images/anime/5/49633l.jpg', 'https://cdn.myanimelist.net/images/anime/5/49631l.jpg'}"
9162,4901,Black Lagoon: Roberta&#039;s Blood Trail,OVA,Geneon Universal Entertainment,Madhouse,"Action, Seinen","{'https://cdn.myanimelist.net/images/anime/6/56043l.jpg', 'https://cdn.myanimelist.net/images/anime/13/77819l.jpg', 'https://cdn.myanimelist.net/images/anime/8/75529l.jpg', 'https://cdn.myanimelist.net/images/anime/10/22268l.jpg'}"
9163,11869,Bloody Night,ONA,,,"Horror, Psychological, Supernatural, Thriller","{'https://cdn.myanimelist.net/images/anime/9/33217l.jpg', 'https://cdn.myanimelist.net/images/anime/8/33341l.jpg'}"
9164,25549,Psychedelic Afternoon,Music,,,Music,{'https://cdn.myanimelist.net/images/anime/10/65061l.jpg'}
9165,8713,Akai Ito,Special,,,"Drama, Romance, Slice of Life","{'https://cdn.myanimelist.net/images/anime/6/24035l.jpg', 'https://cdn.myanimelist.net/images/anime/7/24085l.jpg'}"
9166,33727,Neko no Dayan: Fushigi Gekijou,TV,,Kachidoki Studio,Kids,{'https://cdn.myanimelist.net/images/anime/10/81109l.jpg'}
9167,1215,Mobile Suit Gundam SEED C.E.73: Stargazer,ONA,,Sunrise,"Space, Mecha, Military, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/12/78384l.jpg', 'https://cdn.myanimelist.net/images/anime/9/52483l.jpg', 'https://cdn.myanimelist.net/images/anime/2/12523l.jpg', 'https://cdn.myanimelist.net/images/anime/13/12522l.jpg', 'https://cdn.myanimelist.net/images/anime/1013/91082l.jpg'}"
9168,28531,Ai Tenchi Muyou! Recaps,Special,"VAP, AIC",,"Comedy, Sci-Fi, Shounen",{'https://cdn.myanimelist.net/images/anime/3/70135l.jpg'}
9169,217,Shin Angel,OVA,"Pink Pineapple, Studio Tulip",,"Comedy, Drama, Hentai, Romance","{'https://cdn.myanimelist.net/images/anime/13/5774l.jpg', 'https://cdn.myanimelist.net/images/anime/5/51011l.jpg'}"
9170,30909,vivi,Music,,,"Adventure, Music, Romance, Fantasy",{'https://cdn.myanimelist.net/images/anime/12/74372l.jpg'}
9171,437,Perfect Blue,Movie,,Madhouse,"Dementia, Horror, Psychological, Drama","{'https://cdn.myanimelist.net/images/anime/1283/92592l.jpg', 'https://cdn.myanimelist.net/images/anime/6/62199l.jpg', 'https://cdn.myanimelist.net/images/anime/1700/108809l.jpg', 'https://cdn.myanimelist.net/images/anime/10/83993l.jpg', 'https://cdn.myanimelist.net/images/anime/7/58303l.jpg', 'https://cdn.myanimelist.net/images/anime/2/72396l.jpg', 'https://cdn.myanimelist.net/images/anime/11/79127l.jpg', 'https://cdn.myanimelist.net/images/anime/7/5972l.jpg'}"
9172,3518,Ginga no Uo Ursa Minor Blue,OVA,"Ai ga areba Daijobu, Tamura Shigeru Studio",,"Fantasy, Kids","{'https://cdn.myanimelist.net/images/anime/13/23518l.jpg', 'https://cdn.myanimelist.net/images/anime/1174/92715l.jpg'}"
9173,32388,Undouki Kenshin Manual Taiou Taisou,Special,,Kachidoki Studio,Kids,{'https://cdn.myanimelist.net/images/anime/9/77734l.jpg'}
9174,2130,Kaibutsu Oujo,TV,"Imagin, Lantis, Index, Universal Pictures Japan",Madhouse,"Action, Comedy, Supernatural, Horror, Vampire, Shounen","{'https://cdn.myanimelist.net/images/anime/3/3833l.jpg', 'https://cdn.myanimelist.net/images/anime/12/19526l.jpg', 'https://cdn.myanimelist.net/images/anime/2/20946l.jpg', 'https://cdn.myanimelist.net/images/anime/8/19961l.jpg', 'https://cdn.myanimelist.net/images/anime/6/20460l.jpg'}"
9175,3534,Seijuuden: Twin Dolls,OVA,Daiei,,"Action, Demons, Hentai, Magic, Supernatural","{'https://cdn.myanimelist.net/images/anime/12/5925l.jpg', 'https://cdn.myanimelist.net/images/anime/10/5929l.jpg', 'https://cdn.myanimelist.net/images/anime/13/41489l.jpg'}"
9176,10620,Mirai Nikki (TV),TV,"Lantis, Kadokawa Shoten, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, chara-ani.com, 12 Diary Holders, Dwango, Sakura Create",Asread,"Action, Psychological, Supernatural, Thriller, Mystery, Shounen","{'https://cdn.myanimelist.net/images/anime/4/36967l.jpg', 'https://cdn.myanimelist.net/images/anime/13/34635l.jpg', 'https://cdn.myanimelist.net/images/anime/13/33465l.jpg', 'https://cdn.myanimelist.net/images/anime/2/33703l.jpg', 'https://cdn.myanimelist.net/images/anime/2/80335l.jpg', 'https://cdn.myanimelist.net/images/anime/9/35551l.jpg'}"
9177,252,Madlax,TV,Victor Entertainment,Bee Train,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen","{'https://cdn.myanimelist.net/images/anime/1994/96717l.jpg', 'https://cdn.myanimelist.net/images/anime/13/20603l.jpg', 'https://cdn.myanimelist.net/images/anime/12/57237l.jpg', 'https://cdn.myanimelist.net/images/anime/3/6429l.jpg', 'https://cdn.myanimelist.net/images/anime/12/61483l.jpg', 'https://cdn.myanimelist.net/images/anime/1462/94301l.jpg'}"
9178,27521,Gra-P & Rodeo,TV,Lantis,Pie in The Sky,"Music, Comedy",{'https://cdn.myanimelist.net/images/anime/10/67831l.jpg'}
9179,35627,Honoo no Alpenrose: Sweet Memory Ongaku-hen,OVA,,Tatsunoko Production,"Drama, Historical, Music, Romance, Shoujo",{'https://cdn.myanimelist.net/images/anime/9/85887l.jpg'}
9180,2318,Dog Soldier,OVA,"Animate Film, Movic, Sony Music Entertainment",,"Action, Military, Seinen",{'https://cdn.myanimelist.net/images/anime/2/2581l.jpg'}
9181,17163,Peeping Life: The Perfect Evolution Specials,Special,CoMix Wave Films,,"Slice of Life, Comedy",{'https://cdn.myanimelist.net/images/anime/9/45823l.jpg'}
9182,31050,Cyborg 009 VS Devilman,OVA,"Lantis, Half H.P Studio","Actas, Bee Media","Action, Sci-Fi, Super Power, Demons, Supernatural, Shounen","{'https://cdn.myanimelist.net/images/anime/2/74627l.jpg', 'https://cdn.myanimelist.net/images/anime/10/76057l.jpg', 'https://cdn.myanimelist.net/images/anime/8/79580l.jpg'}"
9183,5074,Tetsuwan Birdy Decode:02,TV,"Aniplex, Shogakukan",A-1 Pictures,"Action, Sci-Fi, Comedy","{'https://cdn.myanimelist.net/images/anime/13/9908l.jpg', 'https://cdn.myanimelist.net/images/anime/10/53907l.jpg', 'https://cdn.myanimelist.net/images/anime/1356/95598l.jpg'}"
9184,37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka 2nd Season,TV,,,"Action, Adventure, Comedy, Fantasy, Romance","{'https://cdn.myanimelist.net/images/anime/1730/101329l.jpg', 'https://cdn.myanimelist.net/images/anime/1458/101521l.jpg', 'https://cdn.myanimelist.net/images/anime/1188/90658l.jpg', 'https://cdn.myanimelist.net/images/anime/1862/100009l.jpg', 'https://cdn.myanimelist.net/images/anime/1192/101326l.jpg'}"
9185,30405,Ishindenshin Shiyou,Music,NHK,,"Kids, Music",{'https://cdn.myanimelist.net/images/anime/4/88077l.jpg'}
9186,24441,Shiden Pilot,Special,,,"Action, Cars",{'https://cdn.myanimelist.net/images/anime/11/63073l.jpg'}
9187,36347,Gomennasai,Music,NHK,,"Music, Kids",{'https://cdn.myanimelist.net/images/anime/8/87768l.jpg'}
9188,20185,Pa-Pa-Pa the ★ Movie: Perman,Movie,"TV Asahi, Shogakukan Productions, Asatsu DK",Shin-Ei Animation,"Adventure, Comedy",{'https://cdn.myanimelist.net/images/anime/4/53741l.jpg'}
9189,16099,Sword Art Online: Sword Art Offline,Special,"Aniplex, I was a Ballerina",A-1 Pictures,Comedy,{'https://cdn.myanimelist.net/images/anime/8/43461l.jpg'}
9190,25777,Shingeki no Kyojin Season 2,TV,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Mad Box, Shingeki no Kyojin Team, Pony Canyon Enterprise",Wit Studio,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen","{'https://cdn.myanimelist.net/images/anime/11/80720l.jpg', 'https://cdn.myanimelist.net/images/anime/4/84177l.jpg', 'https://cdn.myanimelist.net/images/anime/4/65641l.jpg'}"
9191,7257,Shijin no Shougai,Movie,,,"Drama, Fantasy, Psychological","{'https://cdn.myanimelist.net/images/anime/6/17201l.jpg', 'https://cdn.myanimelist.net/images/anime/13/18465l.jpg'}"
9192,16790,Super Samchongsa,Movie,,,"Action, Space, Mecha, Shounen",{'https://cdn.myanimelist.net/images/anime/13/45130l.jpg'}
9193,12763,0-sen Hayato,TV,P Productions,,"Historical, Military",{'https://cdn.myanimelist.net/images/anime/6/35847l.jpg'}
9194,8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Movie,"Bandai Visual, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Sunrise,"Action, Mecha, Military, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/10/41401l.jpg', 'https://cdn.myanimelist.net/images/anime/9/56275l.jpg', 'https://cdn.myanimelist.net/images/anime/8/42539l.jpg', 'https://cdn.myanimelist.net/images/anime/9/33471l.jpg', 'https://cdn.myanimelist.net/images/anime/11/35679l.jpg', 'https://cdn.myanimelist.net/images/anime/10/43657l.jpg', 'https://cdn.myanimelist.net/images/anime/5/39295l.jpg', 'https://cdn.myanimelist.net/images/anime/2/35961l.jpg'}"
9195,19533,Fujiko Fujio A no Mumako,Special,TBS,Shin-Ei Animation,"Horror, Supernatural",{'https://cdn.myanimelist.net/images/anime/9/52375l.jpg'}
9196,6988,Doraemon Movie 30: Nobita no Ningyo Daikaisen,Movie,TV Asahi,Shin-Ei Animation,"Adventure, Comedy, Fantasy, Kids, Shounen","{'https://cdn.myanimelist.net/images/anime/2/16305l.jpg', 'https://cdn.myanimelist.net/images/anime/9/72435l.jpg'}"
9197,3641,Naisho no Tsubomi,OVA,Happinet Pictures,"Arms, Studio Kikan","Kids, Romance, School, Shoujo, Slice of Life, Supernatural","{'https://cdn.myanimelist.net/images/anime/3/19981l.jpg', 'https://cdn.myanimelist.net/images/anime/12/6253l.jpg'}"
9198,24727,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,Special,,Silver Link.,"Comedy, Magic",{'https://cdn.myanimelist.net/images/anime/8/63597l.jpg'}
9199,32804,Ainone,Music,Universal Music Japan,,"Music, Drama",{'https://cdn.myanimelist.net/images/anime/5/78657l.jpg'}
9200,4608,Yuuwaku Countdown: Akira,OVA,Pink Pineapple,,Hentai,{'https://cdn.myanimelist.net/images/anime/9/8805l.jpg'}
9201,37679,Nanatsu-iro REALiZE,Music,,,Music,{'https://cdn.myanimelist.net/images/anime/1957/91717l.jpg'}
9202,33363,"""Eiyuu"" Kaitai",OVA,,Zexcs,"Comedy, Drama","{'https://cdn.myanimelist.net/images/anime/4/82118l.jpg', 'https://cdn.myanimelist.net/images/anime/7/83694l.jpg'}"
9203,8651,Newmanoid Cam: Cam Castin,OVA,Pixy,,Hentai,{'https://cdn.myanimelist.net/images/anime/8/23834l.jpg'}
9204,31759,Hakubutsushi,Movie,"Yamamura Animation, Inc.",,Dementia,{'https://cdn.myanimelist.net/images/anime/11/76685l.jpg'}
9205,22451,Bad Badtz-Maru no Ookami ga Kita!,OVA,Sanrio,,"Kids, Fantasy",{'https://cdn.myanimelist.net/images/anime/13/58669l.jpg'}
9206,8949,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,OVA,Shogakukan Productions,TMS Entertainment,Kids,{'https://cdn.myanimelist.net/images/anime/2/24826l.jpg'}
9207,6087,Jetter Mars,TV,"Madhouse, Fuji TV, Tezuka Productions",Toei Animation,"Action, Drama, Mecha, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/5/60907l.jpg', 'https://cdn.myanimelist.net/images/anime/5/75840l.jpg', 'https://cdn.myanimelist.net/images/anime/8/13351l.jpg'}"
9208,33705,Mameshiba the DVD Green Pea-shiba no Kutsujoku,OVA,,,Comedy,{'https://cdn.myanimelist.net/images/anime/2/81053l.jpg'}
9209,18241,Himitsukessha Taka no Tsume MAX,TV,,DLE,"Comedy, Parody, Super Power","{'https://cdn.myanimelist.net/images/anime/8/48941l.jpg', 'https://cdn.myanimelist.net/images/anime/3/49315l.jpg'}"
9210,36626,Yakiniku-ten Sengoku,ONA,,,"Slice of Life, Comedy",{'https://cdn.myanimelist.net/images/anime/10/88500l.jpg'}
9211,24975,Ghibli ga Ippai Special Short Short,Special,,Studio Ghibli,Slice of Life,{'https://cdn.myanimelist.net/images/anime/4/64003l.jpg'}
9212,34134,One Punch Man 2,TV,,J.C.Staff,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural","{'https://cdn.myanimelist.net/images/anime/1805/99571l.jpg', 'https://cdn.myanimelist.net/images/anime/5/82141l.jpg', 'https://cdn.myanimelist.net/images/anime/1797/93459l.jpg'}"
9213,4798,Druaga no Tou: The Aegis of Uruk - Jil no Bouken,Special,,Gonzo,"Adventure, Fantasy",{'https://cdn.myanimelist.net/images/anime/8/60801l.jpg'}
9214,35936,Imouto Bitch ni Shiboraretai,OVA,T-Rex,,Hentai,{'https://cdn.myanimelist.net/images/anime/1473/103737l.jpg'}
9215,32228,Teekyuu 7,TV,"DAX Production, Earth Star Entertainment",Millepensee,"Comedy, Shounen, Sports",{'https://cdn.myanimelist.net/images/anime/6/77830l.jpg'}
